title,key,classification_prediction
"Site History’s Role In Urban Agriculture: A Case Study In Kisumu, Kenya, And Ouagadougou, Burkina Faso",jonkman_sitehistory’sroleurban_2023,0
"North Korean Art, North Korean Art Of 1950s, North Korea And East Europe, Art Exchange Of North Korea",joohyun_northkoreanartnorth_2020,0
"Monitoring The Effect Of Introducing Mandatory Iodisation At An Elevated Iodine Concentration On The Iodine Content Of Retailer Salt After 1, 3 And 5 Years In South Africa",jooste_monitoringeffectintroducingmandatory_2004,0
Land Use And Land Cover In Critical Source Areas On Small Dairy Farms In The Eastern United States,jordan_landlandcovercritical_2015,0
"Source Apportionment Of Ambient Pm2.5 In Santiago, Chile: 1999 And 2004 Results",jorquera_sourceapportionmentambientpm2.5_2012,0
Physical And Economic Consequences Of Sea-Level Rise: A Coupled Gis And Cge Analysis Under Uncertainties,joshi_physicaleconomicconsequencessea_2016,0
Investigating Correlations And The Validation Of Smap-Sentinel L2 And In Situ Soil Moisture In Thailand,jotisankasa_investigatingcorrelationsvalidationsmap_2023,0
Wineries Evaluation Of Costs And Benefits Of Sustainability Certification Program: The Case Of Terra Vitis In France,jourjon_wineriesevaluationcostsbenefits_2016,0
"A Review Of Strategies, Methods And Technologies To Reduce Non-Beneficial Consumptive Water Use On Farms Considering The Fao56 Methods",jovanovic_reviewstrategiesmethodstechnologies_2020,0
On The Use Of Small And Cheaper Sensors And Devices For Indicative Citizen-Based Monitoring Of Respirable Particulate Matter,jovasevicstojanovic_cheapersensorsdevicesindicative_2015,0
Investigating The Promotion Possibility Of No-Hunting Areas To The Protected Areas- A Case Study,jozi_investigatingpromotionpossibilityhunting_2013,0
Vrohi: Visibility Recovery For Outdoor Hazy Image In Scattering Media,ju_vrohivisibilityrecoveryoutdoor_2020,0
"Estimation Of Forest Above-Ground Biomass In Guangxi, China, By Integrating Forest Age And Stack Learning",ju_estimationforestgroundbiomass_2023,0
Spatial And Temporal Dynamics Of Vegetation In Xishuangbanna From 2001 To 2015 Based On Mod13q1 Data,juchao_spatialtemporaldynamicsvegetation_2019,0
Detection Of Large Above-Ground Biomass Variability In Lowland Forest Ecosystems By Airborne Lidar,jubanski_detectiongroundbiomassvariability_2013,0
Membrane Technology Costs And Me,judd_membranetechnologycosts_2017,0
"Using High-Resolution Remote Sensing Data For Habitat Suitability Models Of Bromeliaceae In The City Of Mérida, Venezuela",judith_resolutionremotesensingdata_2013,0
Assessment Of Hydrological Water Balance In Lower Nzoia Sub-Catchment Using Swat-Model: Towards Improved Water Governace In Kenya,juma_assessmenthydrologicalwaterbalance_2022,0
Prediction Of Extreme Rain In Kototabang Using Himawari-8 Satellite Based On Differences In Cloud Brightness Temperature,jumianti_predictionextremerainkototabang_2024,0
Study Of Regional Evapotranspiration Based On Modcycle Model,june_studyregionalevapotranspirationbased_2012,0
Mapping Lulc Dynamics And Its Potential Implication On Forest Cover In Malam Jabba Region With Landsat Time Series Imagery And Random Forest Classification,junaid_mappinglulcdynamicspotential_2023,0
A National-Scale 1-Km Resolution Pm2.5 Estimation Model Over Japan Using Maiac Aod And A Two-Stage Random Forest Model,jung_nationalscale1km_2021,0
Geonetcast: Global Satellite Data Dissemination And The Technical And Social Challenges,jungbluth_geonetcastglobalsatellitedata_2011,1
Remote Sensing For Planning And Managing The Great Barrier Reef Of Australia,jupp_remotesensingplanningmanaging_1985,0
Identifying The Value Of An Ehealth Intervention Aimed At Cognitive Impairments: Observational Study In Different Contexts And Service Models,jurkeviciute_identifyingehealthinterventionaimed_2020,1
Copernicus Program,jutz_copernicusprogram_2017,1
A Piecewise Catenary Curve Model Growing For 3d Power Line Reconstruction,jwa_piecewisecatenarycurvemodel_2012,1
Developing A Quantitative Model For Environmental Resource Management In The Functional Scope Of Large Dams. A Case Study Of Karkheh Dam,kaabzadeh_developingquantitativemodelenvironmental_2021,0
Monitoring Water Quality In The Coastal Area Of Tripoli (Lebanon) Using High-Resolution Satellite Data,kabbara_monitoringwaterqualitycoastal_2008,0
"Bush Encroachment And Impacts On Grass Biomass In Senkelle Swayne’s Hartebeest Sanctuary, Ethiopia",kabeta_bushencroachmentimpactsgrass_2020,0
Spatial Expansion Of Industrial Area And Its Impact On Environmental Indicators—A Case Study In West Bengal,kabiraj_spatialexpansionindustrialimpact_2021,0
Landscape Ecological Analysis Of The Modern Delta Of The Ural (Zhayik) River,kabiyev_landscapeecologicalanalysismodern_2018,0
Fusing Sentinel-1 And-2 To Model Gedi-Derived Vegetation Structure Characteristics In Gee For The Paraguayan Chaco,kacic_fusingsentinel12_2021,0
Shining A New Light On The Environmental Kuznets Curve For Co2 Emissions,kacprzyk_shininglightenvironmentalkuznets_2020,0
Region-Growing-Based Automatic Localized Adaptive Thresholding Algorithm For Water Extraction Using Sentinel-2 Msi Imagery,kadapala_regiongrowingbasedautomatic_2023,0
Identifying Optimal Locations For Artificial Groundwater Recharge By Rainfall In The Kingdom Of Bahrain,kadhem_identifyingoptimallocationsartificial_2020,0
"Geospatial Techniques For Suitable Site Determination For Municipal Solid Waste: A Case Study Of Calangute/Saligao, Goa, India",kadu_geospatialtechniquessuitablesite_2022,0
Ccs_whms: A Congestion Control Scheme For Wearable Health Management System,kafi_ccs_whmscongestioncontrolscheme_2015,1
Stakeholder Analysis For Designing An Urban Air Quality Data Governance Ecosystem In Smart Cities,kaginalkar_stakeholderanalysisdesigningurban_2023,0
Assessment Of Sampling Sufficiency For Low-Cost Satellite Missions: Application To Prefire,kahn_assessmentsamplingsufficiencylow_2020,0
Land Cover Classification With An Expert System Approach Using Landsat Etm Imagery: A Case Study Of Trabzon,kahya_landcoverclassificationexpert_2010,0
Profitability Assessment Of Haynesville Shale Gas Wells,kaiser_profitabilityassessmenthaynesvilleshale_2012,0
Hybrid Artificial Neural Networks For Modeling Shallow-Water Bathymetry Via Satellite Imagery,kaloop_hybridartificialneuralnetworks_2022,0
"Determination Of Erosion Intensity In Brka Watershed, Bosnia And Herzegovina",kaloper_determinationerosionintensitybrka_2020,0
"Relationship Between Urban Environmental Components And Dengue Prevalence In Dhaka City—An Approach Of Spatial Analysis Of Satellite Remote Sensing, Hydro-Climatic, And Census Dengue Data",kamal_relationshipurbanenvironmentalcomponents_2023,0
Assessment Of Multi-Resolution Image Data For Mangrove Leaf Area Index Mapping,kamal_assessmentmultiresolutionimage_2016,0
Large-Scale Spatio-Temporal Yield Estimation Via Deep Learning Using Satellite And Management Data Fusion In Vineyards,kamangir_scalespatiotemporalyield_2024,0
Soil Loss Estimation Through Musle Using Kirpich And Williams Times Of Concentration Using Rs And Gis Techniques: A Case Study,kamath_soillossestimationmusle_2012,0
Global Navigation Satellite Systems As Digital Solutions For Smart Cities,kamolov_globalnavigationsatellitesystems_2021,0
"The Linkage Between Renewable Energy Potential And Sustainable Development: Understanding Solar Energy Variability And Photovoltaic Power Potential In Tibet, China",kan_linkagerenewableenergypotential_2021,0
Decision Tree Classification Based On Fitted Phenology Parameters From Remotely Sensed Vegetation Data,kang_decisiontreeclassificationbased_2014,0
Flexibility On Storage-Release Based Distributed Hydrologic Modeling With Object-Oriented Approach,kang_flexibilitystoragereleasebased_2016,0
Study On The Evaluated Index And Method Of The Soil Conservation Benefit For The Soil And Water Conservation Engineering,kang_studyevaluatedindexmethod_2018,0
Changes In The Extent And Distribution Of Urban Land Cover In The Democratic People's Republic Of Korea (North Korea) Between 1987 And 2010,kang_extentdistributionurbanland_2019,0
Temporal And Spatial Pattern Characteristics Of Ecological Environmental Quality In Shenfu Mining Area Of Loess Plateau,kang_temporalspatialpatterncharacteristics_2023,0
Comparative Assessment Of Environmental Variables And Machine Learning Algorithms For Maize Yield Prediction In The Us Midwest,kang_comparativeassessmentenvironmentalvariables_2020,0
Estimation Of Surface-Level No2 And O3 Concentrations Using Tropomi Data And Machine Learning Over East Asia,kang_estimationsurfacelevelno2_2021,0
Improved Retrievals Of Aerosol Optical Depth And Fine Mode Fraction From Goci Geostationary Satellite Data Using Machine Learning Over East Asia,kang_improvedretrievalsaerosoloptical_2022,0
Monitoring Vegetation Change And Its Potential Drivers In Inner Mongolia From 2000 To 2019,kang_monitoringvegetationchangepotential_2021,0
Remote Sensing And Forest Inventories In Nordic Countries–Roadmap For The Future,kangas_remotesensingforestinventories_2018,0
An Image Contrast Enhancement Algorithm For Grayscale Images Using Particle Swarm Optimization,kanmani_imagecontrastenhancementalgorithm_2018,0
Classification And Design Of Teledermatology Practice: What Dermatoses? Which Technology To Apply?,kanthraj_classificationdesignteledermatologypractice_2009,0
Proposing Model For Water Quality Analysis Based On Hyperspectral Remote Sensor Data,kantipudi_proposingmodelwaterquality_2022,1
Using Virtual Wards And Long-Term Conditions Management Network To Improve Practice And Performance,kanyimo_virtualwardstermconditions_2022,1
Screening California Current Fishery Management Scenarios Using The Atlantis End-To-End Ecosystem Model,kaplan_screeningcaliforniacurrentfishery_2012,0
Quantifying Outdoor Water Consumption Of Urban Land Use/Land Cover: Sensitivity To Drought,kaplan_quantifyingoutdoorwaterconsumption_2014,0
Spatial Analysis And Facility Characteristics Of Outdoor Recreational Areas In Istanbul,kara_spatialanalysisfacilitycharacteristics_2010,0
A Computerized Surveillance System For Asthma,karakis_computerizedsurveillancesystemasthma_2011,0
Specificities Of Traceability In The Operating Theatre,karam_specificitiestraceabilityoperatingtheatre_2017,0
Comparative Assessment Of Remote Sensing–Based Water Dynamic In A Dam Lake Using A Combination Of Sentinel-2 Data And Digital Elevation Model,karaman_comparativeassessmentremotesensing_2022,0
Wind Energy Resources In The Ionian Sea,karamanis_windenergyresourcesionian_2011,0
"Utilization Of Digital Tools To Enhance Covid-19 And Tuberculosis Testing And Linkage To Care: A Cross-Sectional Evaluation Study Among Bodaboda Motorbike Riders In The Nairobi Metropolis, Kenya",karanja_utilizationdigitaltoolsenhance_2023,0
Scalable Retrieval Of Similar Landscapes In Optical Satellite Imagery Using Unsupervised Representation Learning,karatsiolis_scalableretrievalsimilarlandscapes_2024,1
Integrating Satellite Imagery With Simulation Modeling To Improve Burn Severity Mapping,karau_integratingsatelliteimagerysimulation_2014,1
Type 2 Diabetes Patients Benefit From The Comodity12 Mhealth System: Results Of A Randomised Trial,kardas_type2diabetespatients_2016,1
Estimation The Water Ratio Index (Wri) And Automated Water Extraction Index (Awei) Of Bath In The United Kingdom Using Remote Sensing Technology Of The Multispectral Data Of Landsat 8-Oli,kareem_estimationwaterratioindex_2024,1
"Evaluation The Soil-Adjusted Vegetation Indices Savi And Msavi For Bristol City, United Kingdom Using Landsat 8-Oli Through Geospatial Technology",kareem_evaluationsoiladjustedvegetation_2023,0
A Novel Framework To Predict Chlorophyll-A Concentrations In Water Bodies Through Multi-Source Big Data And Machine Learning Algorithms,karimian_frameworkpredictchlorophyllconcentrations_2023,0
"Evaluation Of Factors Affecting Gully Headcut Location Using Summary Statistics And The Maximum Entropy Model: Golestan Province, Ne Iran",kariminejad_evaluationfactorsaffectinggully_2019,0
"A Nondestructive, Remote Sensing-Based Estimation Of The Economic Value Of Aboveground Temperate Forest Biomass (Case Study: Hyrcanian Forests, Nowshahr-Iran)",karimzadehjafari_nondestructiveremotesensingbased_2020,0
"Spatial And Temporal Estimation Of Actual Evapotranspiration Of Lower Bhavani Basin, Tamil Nadu Using Surface Energy Balance Algorithm For Land Model",karishma_spatialtemporalestimationactual_2022,0
A Technique For Estimating Rangeland Canopy-Gap Size Distributions From High-Resolution Digital Imagery,karl_techniqueestimatingrangelandcanopy_2012,0
Persistent Changes In The Horizontal And Vertical Canopy Structure Of Fire-Tolerant Forests After Severe Fire As Quantified Using Multi-Temporal Airborne Lidar Data,karna_persistenthorizontalverticalcanopy_2020,0
National Indicators For Observing Ecosystem Service Change,karp_nationalindicatorsobservingecosystem_2015,0
Annual Mangrove Vegetation Cover Changes (2014–2020) In Indian Sundarbans National Park Using Landsat 8 And Google Earth Engine,karsch_annualmangrovevegetationcover_2023,0
Towards The Sustainable Development Goals: A Bi-Objective Framework For Electricity Access,karsu_sustainabledevelopmentgoalsbi_2021,0
Role Of Precision Agriculture In Soil Fertility And Its Application To Farmers,karthika_roleprecisionagriculturesoil_2023,1
Best Practices In Facial Nerve Monitoring,kartush_practicesfacialnervemonitoring_2021,0
Monitoring Technology For The Elderly Patient,karunanithi_monitoringtechnologyelderlypatient_2007,0
"Impact Of Land Use Change On Ecosystem Service Value In Ebinur Lake Basin, Xinjiang",kasimu_impactlandchangeecosystem_2019,0
Technical Solutions And Benefits Of Introducing Rain Gardens – Gdańsk Case Study,kasprzyk_technicalsolutionsbenefitsintroducing_2022,0
Evaluation Of A Remote Monitoring System For Diabetes Control,katalenich_evaluationremotemonitoringsystem_2015,1
